_start,_stop,_time,_value,_field
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:18:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:19:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:20:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:21:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:22:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:23:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:24:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:25:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:26:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:27:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:28:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:29:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:30:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:31:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:32:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:33:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:34:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:35:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:36:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:37:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:38:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:39:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:40:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:41:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:42:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:43:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:44:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:45:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:46:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:47:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:48:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:49:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:50:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:51:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:52:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:53:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:54:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:55:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:56:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:57:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:58:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:59:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:00:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:01:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:02:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:03:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:04:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:05:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:06:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:07:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:08:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:09:00Z,-0.02000000000000001,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,-0.020000000000000004,gy
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:50:00Z,0.03,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:51:00Z,0.034500000000000024,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:52:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:53:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:54:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:55:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:56:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:57:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:58:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:59:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:00:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:01:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:02:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:03:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:04:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:05:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:06:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:07:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:08:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:09:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:10:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:11:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:12:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:13:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:14:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:15:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:16:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:17:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:18:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:19:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:20:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:21:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:22:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:23:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:24:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:25:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:26:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:27:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:28:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:29:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:30:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:31:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:32:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:33:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:34:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:35:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:36:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:37:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:38:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:39:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:40:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:41:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:42:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:43:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:44:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:45:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:46:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:47:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:48:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:49:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:50:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:51:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:52:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:53:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:54:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:55:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:56:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:57:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:58:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:59:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:00:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:01:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:02:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:03:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:04:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:05:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:06:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:07:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:08:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:09:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:10:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:11:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:12:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:13:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:14:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:15:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:16:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:17:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:18:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:19:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:20:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:21:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:22:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:23:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:24:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:25:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:26:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:27:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:28:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:29:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:30:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:31:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:32:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:33:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:34:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:35:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:36:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:37:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:38:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:39:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:40:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:41:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:42:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:43:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:44:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:45:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:46:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:47:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:48:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:49:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:50:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:51:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:52:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:53:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:54:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:55:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:56:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:57:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:58:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T12:59:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:00:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:01:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:02:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:03:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:04:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:05:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:06:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:07:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:08:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:09:00Z,0.04000000000000002,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,0.04000000000000001,gz
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:50:00Z,28.48,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:51:00Z,28.7135,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:52:00Z,28.98475,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:53:00Z,29198,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:54:00Z,29.33450000000001,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:55:00Z,29.45275,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:56:00Z,29.589999999999996,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:57:00Z,29.68100000000001,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:58:00Z,29.77599999999999,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T10:59:00Z,29.813750000000006,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:00:00Z,29.896250000000016,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:01:00Z,29.975500000000004,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:02:00Z,30.022499999999997,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:03:00Z,30.104250000000015,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:04:00Z,30.16625000000001,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:05:00Z,30.191749999999995,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:06:00Z,30.255000000000003,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:07:00Z,30.345999999999997,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:08:00Z,30.390499999999996,temp
2024-09-04T10:09:44.578346552Z,2024-09-04T13:09:44.578346552Z,2024-09-04T11:09:00Z,30.472250000000003,temp
